username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
trendinaliaDE;2016-06-18 19:43;0;0;"Das Hashtag # Brexit war auf Platz 2 im Top20 von den Trends in Deutschland am Freitag 17: http://www.trendinalia.com/twitter-trending-topics/germany/germany-160617.html … # trndnl";;;# #;"744223929070280704";https://twitter.com/trendinaliaDE/status/744223929070280704
rock2shark;2016-06-18 19:36;0;0;"Fundamental reasons stated by another entrepreneur that being in the EU is nonsense, so # Brexit https://m.youtube.com/watch?feature=youtu.be&v=pMBW3T2m5YY … @ Grassroots_Out";;@;#;"744222234873630720";https://twitter.com/rock2shark/status/744222234873630720
rock2shark;2016-06-18 19:31;0;1;"Entrepreneur speaking in support of the best vote for business & London: # brexit https://m.youtube.com/watch?v=HK3zDniY_RI&feature=youtu.be … @ Grassroots_Out @ LeaveEUOfficial";;@ @;#;"744220955359256577";https://twitter.com/rock2shark/status/744220955359256577
ClaireMeeLDN;2016-06-18 19:20;0;0;"# politics # brexit infiltrating everywhere # hurtwoodpoloclub # protatecanceruk @Hurtwood Park… https://www.instagram.com/p/BGzdL43zZYx/";;@Hurtwood;# # # #;"744218352642490368";https://twitter.com/ClaireMeeLDN/status/744218352642490368
LYSGLIMT;2016-06-18 18:52;0;1;"# Brexit # VoteLeavepic.twitter.com/YVeoExu7W9";;;# #;"744211180525326336";https://twitter.com/LYSGLIMT/status/744211180525326336
lvelev;2016-06-18 18:49;2;1;"# brexit # referendum # vote # remain # uk # london @Broadway Market https://www.instagram.com/p/BGzZmqLlDDHMUyX8ZXRleWeWcZ2J_lD2_yYlzc0/ …";;@Broadway;# # # # # #;"744210470433865728";https://twitter.com/lvelev/status/744210470433865728
Golarestaurant;2016-06-18 18:30;0;0;"# brexit # pasta # food # foodgasm # chef # restaurant # london # fulham # europe # londra # good… https://www.instagram.com/p/BGzXZGqFJkU/";;;# # # # # # # # # # #;"744205606614089728";https://twitter.com/Golarestaurant/status/744205606614089728
rock2shark;2016-06-18 18:15;0;1;"The nurses who want to keep the NHS back # Brexit @ LeaveEUOfficial @ Grassroots_Out @ vote_leave";;@ @ @;#;"744201886874615809";https://twitter.com/rock2shark/status/744201886874615809
Newsminster;2016-06-18 18:03;0;0;"American friends fear UK voters may back Brexit for all the wrong reasons http://bit.ly/263NFzm # Politicspic.twitter.com/NrSXiyRBm5";;;#;"744198770733113344";https://twitter.com/Newsminster/status/744198770733113344
RTF83;2016-06-18 18:01;0;1;"# brexit no 100% right or wrong answer Process is flawed much like the EU Fear of Fear dominantes";;;#;"744198336324997120";https://twitter.com/RTF83/status/744198336324997120
lb879;2016-06-18 17:56;0;2;"# brexit # votein @London King's Cross Station https://www.instagram.com/p/BGzTeiGughK/";;@London;# #;"744196998409105408";https://twitter.com/lb879/status/744196998409105408
berlingske;2016-06-18 17:44;2;1;"Norsk statsminister fraråder Brexit: I vil hade det http://www.b.dk/globalt/norsk-statsminister-fraraader-brexit-i-vil-hade-det?utm_source=dlvr.it&utm_medium=twitter …pic.twitter.com/tDDPqaYNdy";;;;"744194004326088705";https://twitter.com/berlingske/status/744194004326088705
Corpo_Insider;2016-06-18 17:37;0;0;"# CelioSchreibtisch Fotokünstler Tillmans vermisst Aufschrei der Kultur zu Brexit http://dlvr.it/LbSbv7 # Deutschland";;;# #;"744192423975235586";https://twitter.com/Corpo_Insider/status/744192423975235586
wusel;2016-06-18 16:52;0;0;"Nochmal, ich hoffe, der # Brexit kommt; Reisende soll man ziehen lassen. Dann wäre endlich auch Schluß mit Extrawurst!";;;#;"744180986464903168";https://twitter.com/wusel/status/744180986464903168
GuardianTrustFX;2016-06-18 16:50;0;0;"RT @tradercollege: Prisma FX: Informe Análisis Fundamental | Viernes 17 de Junio... http://www.prismaforex.com/2016/06/informe-analisis-fundamental-viernes-17.html?spref=tw … # forex # Brexit";;@tradercollege;# #;"744180515557752832";https://twitter.com/GuardianTrustFX/status/744180515557752832
donnantwich;2016-06-18 16:48;1;0;"The usual reply is like a motorboat. But But But But But But But But # brexit";;;#;"744180015382827008";https://twitter.com/donnantwich/status/744180015382827008
GuardianTrustFX;2016-06-18 16:39;1;1;"@ FXPRIMUS Launches Brent Crude And # WTI http://www.tradersdna.com/forex/fxprimus-launches-brent-crude-wti/ … via @ tradersdna # Brexit # MT4 # forexpic.twitter.com/f6VesG1Jcf";;@ @;# # # #;"744177743491964928";https://twitter.com/GuardianTrustFX/status/744177743491964928
donnantwich;2016-06-18 16:33;0;1;"# brexit # VoteLeave";;;# #;"744176218505908225";https://twitter.com/donnantwich/status/744176218505908225
AranSuleyman;2016-06-18 16:27;0;0;"Leave! RT @ ParisaClovis: Brexit or Bremain?";;@;;"744174663408955392";https://twitter.com/AranSuleyman/status/744174663408955392
jiznisvah;2016-06-18 16:08;2;1;"Guys, this is amazing! Fuck # brexit, we want you in! # wine # sparklingwine # english # sexy # fb @… https://www.instagram.com/p/BGzHLsILXDG/";;@;# # # # # #;"744169962273648640";https://twitter.com/jiznisvah/status/744169962273648640
GuardianTrustFX;2016-06-18 16:01;0;0;"@ anyoption @ anyoptionEspana # Crude Oil Back on the Retreat http://www.tradersdna.com/commodities/crude-oil-back-retreat/ … via @ tradersdna # Brexit # forexpic.twitter.com/mxttOsezXZ";;@ @ @;# # #;"744168169036746752";https://twitter.com/GuardianTrustFX/status/744168169036746752
CPons_UK;2016-06-18 15:57;1;0;"France finance minister: Brexit would 'make UK like Guernsey' http://www.bbc.co.uk/news/uk-politics-eu-referendum-36567469 …";;;;"744167197459759104";https://twitter.com/CPons_UK/status/744167197459759104
GuardianTrustFX;2016-06-18 15:56;0;1;"@ tradersdna # Forex Update: Selling # NZDUSD on Rallies into the Re... https://youtu.be/iw7pHaZaFfQ  via @ YouTube # Brexit # EU # MT4";;@ @;# # # # #;"744166812011663361";https://twitter.com/GuardianTrustFX/status/744166812011663361
Newsminster;2016-06-18 15:55;0;0;"He's Out, I'm In: can our relationship survive the Brexit argument? http://bit.ly/24XCTVt # Politicspic.twitter.com/uZVB1RIwa8";;;#;"744166738279862272";https://twitter.com/Newsminster/status/744166738279862272
betsonlongshots;2016-06-18 15:53;1;0;"This is the best # remain campaign poster ever. # brexit # eureferendum # borisjohnson # donaldtrump… https://www.instagram.com/p/BGzFgHISkm1/";;;# # # # #;"744166270724038656";https://twitter.com/betsonlongshots/status/744166270724038656
illandudno;2016-06-18 15:52;0;0;"Ipsos MORI poll shows 53 percent of Britons back Brexit: Evening Standard: A car sticker with a logo encourag... http://bit.ly/1YyQrXD";;;;"744165820348018688";https://twitter.com/illandudno/status/744165820348018688
decyther;2016-06-18 15:51;0;0;"No respect for the dead, campaigning is meant to be suspended # brexit # norespect # ripjocoxpic.twitter.com/NNJ25DBlND";;;# # #;"744165668208128000";https://twitter.com/decyther/status/744165668208128000
DailyBEDS;2016-06-18 14:44;1;0;"FARMING MATTERS: Brexit is best for many farmers says our columnist http://goo.gl/Le9sRT # Bedfordshirepic.twitter.com/5Mr3UrFqqz";;;#;"744148689896148992";https://twitter.com/DailyBEDS/status/744148689896148992
GuardianTrustFX;2016-06-18 14:21;0;0;"How To Trade # Forex - Trapped Traders® Daily Analysis - Selling # GBPCHF https://youtu.be/fPrsS04WI00  via @ YouTube # Brexit # MT4";;@;# # # #;"744142950767140864";https://twitter.com/GuardianTrustFX/status/744142950767140864
trendinaliaFR;2016-06-18 13:48;0;0;"'"Brexit"' just started trending with 210738 tweets. More trends at http://www.trendinalia.com/twitter-trending-topics/france/france-today.html … # trndnl";;;#;"744134585823305729";https://twitter.com/trendinaliaFR/status/744134585823305729
TSFRadio;2016-06-18 13:45;0;0;"# Internacional França defende ultimato ao Reino Unido se Brexit… http://dlvr.it/LbP7wC  Em http://www.TSF.pt pic.twitter.com/HgzuFNS1dB";;;#;"744133867813150720";https://twitter.com/TSFRadio/status/744133867813150720
colinmehigan;2016-06-18 12:18;0;0;"Brexit have good arguments? Really?";;;;"744111927580889088";https://twitter.com/colinmehigan/status/744111927580889088
Newsminster;2016-06-18 12:10;0;0;"What is Brexit and why does it matter? The EU referendum guide for Americans http://bit.ly/263jyba # Politicspic.twitter.com/71KuA09rGp";;;#;"744109929326252032";https://twitter.com/Newsminster/status/744109929326252032
siggigun;2016-06-18 11:57;0;0;"After the # brexit w'll have to handle the # poulexit when # chickens call for # independence from… https://www.instagram.com/p/BGyqdzzDWBm/";;;# # # #;"744106813675679744";https://twitter.com/siggigun/status/744106813675679744
Corpo_Insider;2016-06-18 11:57;0;0;"# CelioEconomicsDesk Brexit poses global financial risk, Bank of England warns http://dlvr.it/LbMTK1";;;#;"744106778523111424";https://twitter.com/Corpo_Insider/status/744106778523111424
Newsminster;2016-06-18 11:36;1;0;"Emmanuel Macron: Brexit would turn UK into tiny trading outpost http://bit.ly/24XlfkL # Politicspic.twitter.com/axRfSXYday";;;#;"744101506605977600";https://twitter.com/Newsminster/status/744101506605977600
pdockerty;2016-06-18 11:28;0;0;"If # Remain - your future votes mean little. Power will be in the hands of those you can't vote for/against. # Brexit pic.twitter.com/M6GNQUiOUQ";;;# #;"744099515284725760";https://twitter.com/pdockerty/status/744099515284725760
CarlyleRob;2016-06-18 11:07;0;0;".. or perhaps a term better used to describe those leading Brexit??";;;;"744094278062870528";https://twitter.com/CarlyleRob/status/744094278062870528
DailyNORTHANTS;2016-06-18 10:54;2;0;"FARMING MATTERS: Brexit is best for many farmers says our columnist http://j.mp/24XiAr9 # Northantspic.twitter.com/pxNKDWZwYm";;;#;"744090838125285377";https://twitter.com/DailyNORTHANTS/status/744090838125285377
johnleach;2016-06-18 10:42;1;3;"After # brexit, anyone from the EU pooping within the UK will have to get a receipt. And pay duty on it too. Doodie duty.";;;#;"744087783980044288";https://twitter.com/johnleach/status/744087783980044288
johnleach;2016-06-18 10:37;1;1;"I heard that after we # brexit, whenever we visit the EU we'll have to bag our poop and bring it home https://twitter.com/neilwilson/status/743987426754977793 …";;;#;"744086684757819392";https://twitter.com/johnleach/status/744086684757819392
dirktherabbit;2016-06-18 09:41;1;1;"Interesting historical perspective from @ simon_schama in today’s FT on # refugees # BREXIT https://next.ft.com/content/7c7f2dbe-3474-11e6-bda0-04585c31b153 …pic.twitter.com/3tkKiWWguB";;@;# #;"744072416230510592";https://twitter.com/dirktherabbit/status/744072416230510592
carbonsaveruk;2016-06-18 09:38;0;1;"Brexit supporters have unleashed furies even they can’t control | Polly Toynbee http://gu.com/p/4yxjx/stw";;;;"744071699554050048";https://twitter.com/carbonsaveruk/status/744071699554050048
dirktherabbit;2016-06-18 09:30;0;0;"Headline should read: Brexit may not mean recession if keep freedom of movement….which # VoteLeave campaigns againsthttps://twitter.com/SkyNews/status/743940807783231488 …";;;#;"744069705837723648";https://twitter.com/dirktherabbit/status/744069705837723648
DailyHERTS;2016-06-18 09:06;0;0;"FARMING MATTERS: Brexit is best for many farmers says our columnist http://j.mp/24XcoPZ # Hertspic.twitter.com/8zQmpUG8UW";;;#;"744063737372549121";https://twitter.com/DailyHERTS/status/744063737372549121
DailyBUCKS;2016-06-18 09:03;0;0;"FARMING MATTERS: Brexit is best for many farmers says our columnist http://j.mp/24Xc83m # Buckspic.twitter.com/cko2PYRTek";;;#;"744062911786684416";https://twitter.com/DailyBUCKS/status/744062911786684416
stappersjos;2016-06-18 08:39;0;0;"My Brexit investor survival guide: long UK equities, short GBP. # brexit";;;#;"744056823674769408";https://twitter.com/stappersjos/status/744056823674769408
Gi_dk;2016-06-18 08:12;0;0;"@ OmnibusLa7 questa è propaganda, siete tutti contro brexit, cambio canale.";;@;;"744050085605085185";https://twitter.com/Gi_dk/status/744050085605085185
trendinaliaDE;2016-06-18 04:43;0;0;"Das Hashtag # Brexit war auf Platz 2 im Top20 von den Trends in Deutschland am Freitag 17: http://www.trendinalia.com/twitter-trending-topics/germany/germany-160617.html … # trndnl";;;# #;"743997441888837633";https://twitter.com/trendinaliaDE/status/743997441888837633
papalamour;2016-06-18 01:31;2;4;"An elegant & enlightening take on # referendum. Please read it. # remain # Brexit From Great Britain to Little England http://nyti.ms/1YuZtVf";;;# # #;"743949239403823104";https://twitter.com/papalamour/status/743949239403823104
BobDuffield;2016-06-18 01:25;0;1;"@ iVoteLeave A visceral polemic that misjudges the mood for political change at the grass roots.EU and USA are dinosaurs#Brexit";;@;#Brexit;"743947705379065860";https://twitter.com/BobDuffield/status/743947705379065860
DailyHAMPSHIRE;2016-06-18 00:16;0;0;"# Aldershot EU Brexit rally cancelled after Jo Cox MP death following shooting… http://j.mp/24WCMJV # Hampshirepic.twitter.com/zyJ0jyvbD8";;;# #;"743930254448693248";https://twitter.com/DailyHAMPSHIRE/status/743930254448693248
pdockerty;2016-06-17 23:42;0;0;"I'm going to calm down after we # Brexit! If we # Remain however....";;;# #;"743921831296536576";https://twitter.com/pdockerty/status/743921831296536576
JeniJustice;2016-06-17 23:39;1;1;"Let us leave or let us remain? vote in!!!! # brexit # votein # eu # remain… https://www.instagram.com/p/BGxV-4bqkHc/";;;# # # #;"743921032101240832";https://twitter.com/JeniJustice/status/743921032101240832
proudypants;2016-06-17 23:38;0;0;"Lady Gaga and Geoff Capes ready to rock fergelph stag doooooo in the # brexit heartland… https://www.instagram.com/p/BGxV1-IQ1o1/";;;#;"743920734683070464";https://twitter.com/proudypants/status/743920734683070464
ArbitralEGG;2016-06-17 23:28;1;0;"Is # Brexit good or bad for London as a seat for # arbitration?";;;# #;"743918230390120448";https://twitter.com/ArbitralEGG/status/743918230390120448
amishpatel;2016-06-17 23:23;0;0;"Boris and the Donald # brexit # decision2016 @London, United Kingdom https://www.instagram.com/p/BGxUKJCG_HAAOixyYBAjzuNENidHgvWOPeT_hg0/ …";;@London;# #;"743917026498908161";https://twitter.com/amishpatel/status/743917026498908161
big_mike_12;2016-06-17 23:07;0;0;"Brexit? What Brexit? # maltesers # malta # london # weekend @Old George https://www.instagram.com/p/BGxSTOSMPqi/";;@Old;# # # #;"743912936289210368";https://twitter.com/big_mike_12/status/743912936289210368
PaulHenriCadier;2016-06-17 23:05;0;0;"Putin on Brexit - Russia wants to talk to a STRONG Europe So, Cameron was wrong then http://reut.rs/23gMuaK  pic.twitter.com/VQt4j7qS58"";;;;"743912600891699201";https://twitter.com/PaulHenriCadier/status/743912600891699201
PaulHenriCadier;2016-06-17 22:25;0;0;"More foreign intervention: as German EU chief brands Brexit campaign LIES ordering 'idiotic' UK take 'good deal' http://shr.gs/q1eCmZW "";;;;"743902477892845568";https://twitter.com/PaulHenriCadier/status/743902477892845568
TommyCoyneBN1;2016-06-17 22:23;1;3;"# TheSun advocating # Brexit invites a # Remain vote from the entire population of Liverpool, though";;;# # #;"743901807680884736";https://twitter.com/TommyCoyneBN1/status/743901807680884736
PaulHenriCadier;2016-06-17 21:56;0;0;""@Mr__Smiley_: WATCH Irish for Brexit - https://www.youtube.com/watch?v=AhrUSdNxHic … … # InOrOut" @ RonanLTynan @ IrelandUncut";;@Mr__Smiley_ @ @;#;"743895085792755714";https://twitter.com/PaulHenriCadier/status/743895085792755714
lostphilosopher;2016-06-17 21:49;0;0;"Consequences of # Brexit sink in for # US politicians after killing of MP | US news | The Guardianhttps://www.theguardian.com/us-news/2016/jun/17/us-politics-brexit-eu-referendum-jo-cox …";;;# #;"743893241465049089";https://twitter.com/lostphilosopher/status/743893241465049089
Ma_Butcher;2016-06-17 21:18;0;1;"Guess we are IN # brexit # damianhirst # stamfordhill @Stamford Hill railway station https://www.instagram.com/p/BGxF1TwPGzk/";;@Stamford;# # #;"743885517956194304";https://twitter.com/Ma_Butcher/status/743885517956194304
johnmaccann;2016-06-17 21:07;0;0;"If you inject enough poison into the political bloodstream, somebody will get sick http://gu.com/p/4ytk6?CMP=Share_AndroidApp_Twitter … # Brexit # HopeNotHate";;;# #;"743882888114995200";https://twitter.com/johnmaccann/status/743882888114995200
ptext;2016-06-17 21:04;0;0;"PM: Börsen-Zeitung: Zurück ins Mittelalter?, Marktkommentar zum Brexit ... https://www.ptext.de/n/1106183";;;;"743882124185460736";https://twitter.com/ptext/status/743882124185460736
AndyRFCCharman;2016-06-17 21:01;2;2;"Beware of this leaflet issued by proven # Brexit liars. Its 'facts' are lies. Warn others # StrongerIn # VoteRemainpic.twitter.com/pSB1WBYumj";;;# # #;"743881218710708224";https://twitter.com/AndyRFCCharman/status/743881218710708224
emilyluxy;2016-06-17 20:54;0;2;"Please no. # in # remain # brexit # vote @Brick Lane Market https://www.instagram.com/p/BGxDH9XNNwO/";;@Brick;# # # #;"743879566872043520";https://twitter.com/emilyluxy/status/743879566872043520
DailyESSEX;2016-06-17 20:18;0;0;"# Essex: Chancellor George Osborne warns Brexit could pull plug on the Lower Thames Crossing http://j.mp/261Q3Xl pic.twitter.com/Xfws6hSNE8";;;#;"743870391894978560";https://twitter.com/DailyESSEX/status/743870391894978560
_holger;2016-06-17 20:09;0;3;"Habe über den Brexit gelesen. Jetzt bin ich bei der EWG und 1957 mit meiner Recherche angekommen. Warum war ich in der Schulzeit nicht so?";;;;"743868229718843392";https://twitter.com/_holger/status/743868229718843392
SRodrigoruiz;2016-06-17 20:05;0;0;"Diversity... # judie # kids # gibraltar # uk # eu # rok # european # brexit # referendum # 23june # judaism… https://www.instagram.com/p/BGw9fzTK8qr/";;;# # # # # # # # # # #;"743867195642392576";https://twitter.com/SRodrigoruiz/status/743867195642392576
Ecoclown;2016-06-17 19:43;0;0;"# brexit plan to make shot for shot remake of Triumph of the Will.";;;#;"743861526189182976";https://twitter.com/Ecoclown/status/743861526189182976
fabelef;2016-06-17 19:29;0;0;"# Brexit pic.twitter.com/PeeJBHmElw";;;#;"743858101321863168";https://twitter.com/fabelef/status/743858101321863168
illandudno;2016-06-17 19:06;0;0;"Brexit helped keep Fed on hold, could slow future US rate rises: Federal Reserve Chair Janet Yellen left U.S.... http://bit.ly/1WRtEqx";;;;"743852435744006144";https://twitter.com/illandudno/status/743852435744006144
ManzanoCr;2016-06-17 19:03;0;0;"Brexit: quién vota qué - http://go.shr.lc/28JOtrW  via @ esglobal_org";;@;;"743851491258138624";https://twitter.com/ManzanoCr/status/743851491258138624
Milenskaya;2016-06-17 18:50;0;1;"You can feel and hear the Discussion about # brexit here in London. I was told people in the City… https://www.instagram.com/p/BGw04m5tLtk/";;;#;"743848249442852864";https://twitter.com/Milenskaya/status/743848249442852864
trendinaliaDE;2016-06-17 18:43;0;0;"# Brexit war 14 Stunden lang Trend in Deutschland am Donnerstag 16: http://www.trendinalia.com/twitter-trending-topics/germany/germany-160616.html … # trndnl";;;# #;"743846441945169920";https://twitter.com/trendinaliaDE/status/743846441945169920
penslade;2016-06-17 18:12;1;1;"# Brexit is based on a lie, with our aging population if we didn't have immigration the economy will go into recession.";;;#;"743838745699434496";https://twitter.com/penslade/status/743838745699434496
BroughtonTowers;2016-06-17 18:11;0;0;"Britain should cut not raise taxes after Brexit says the IMF http://dailym.ai/1sIlzaV  viahttp://dailym.ai/android";;;;"743838493277888512";https://twitter.com/BroughtonTowers/status/743838493277888512
sheilanne88;2016-06-17 18:01;0;0;"Brexit - Vote LEAVE on 23rd June pic.twitter.com/3FyQGqvfnL";;;;"743835938619559936";https://twitter.com/sheilanne88/status/743835938619559936
donnantwich;2016-06-17 17:41;0;0;"nope. Just checked. Couldn't give a fuck. # BREXIT";;;#;"743830933313306624";https://twitter.com/donnantwich/status/743830933313306624
donnantwich;2016-06-17 17:29;0;0;"only one way to solve it. # BREXIT";;;#;"743827794438852608";https://twitter.com/donnantwich/status/743827794438852608
everstbatman15;2016-06-17 17:17;0;0;"Estoy totalmente de acuerdo con el brexit yo creo que es una ridiculez lo de la Unión Europea";;;;"743824848946925568";https://twitter.com/everstbatman15/status/743824848946925568
itstimhayne;2016-06-17 16:40;2;1;"Not much room to # Brexit here...think I'll # remain # EUref # Exeterpic.twitter.com/3UcMWrFzNl";;;# # # #;"743815493308518400";https://twitter.com/itstimhayne/status/743815493308518400
GuardianTrustFX;2016-06-17 16:38;0;0;"# Brexit Drama May Punish the British Pound and Friends- Op Ed http://financefeeds.com/weekly-fx-recap-brexit-drama-will-punish-british-pound-friends/ … via @ FXFinanceFeedspic.twitter.com/OByrWhNbt3";;@;#;"743815046162153473";https://twitter.com/GuardianTrustFX/status/743815046162153473
ptext;2016-06-17 16:18;0;0;"PM: neues deutschland: Ökonom Bontrup: Brexit würde britisches Pfund a ... https://www.ptext.de/n/1106102";;;;"743810073839960064";https://twitter.com/ptext/status/743810073839960064
harrietendean;2016-06-17 15:58;0;0;"Coffee and debate • brexit talk • • so much we don't know • @Helsingborg, Sweden https://www.instagram.com/p/BGwhQmlpqAl/";;@Helsingborg;;"743805092655210496";https://twitter.com/harrietendean/status/743805092655210496
