username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
jd_leveller;2016-02-20 19:11;0;0;"@ BBCNews @ huwbbc @ BBCTwo Is James Landale wearing his dad's raincoat ? Don't worry, 1 day you'll grow into it. # bbcnews # EUreferendum";;@ @ @;# #;"701106889157902336";https://twitter.com/jd_leveller/status/701106889157902336
jd_leveller;2016-02-20 17:05;0;0;"@ bbclaurak @ vote_leave Cameron & the corporates or this bunch ? It's between the Devil & the deep blue sea. # EUreferendum";;@ @;#;"701075103828811777";https://twitter.com/jd_leveller/status/701075103828811777
TrendsBrum;2016-02-20 14:31;0;0;"# eureferendum is now trending in # Birmingham http://trendsmap.com/gb/birmingham";;;# #;"701036471805992960";https://twitter.com/TrendsBrum/status/701036471805992960dave_maydew;2016-04-24 16:19;1;0;"@ quigleyp As he ever been able to? # LeaveEU";;@;#;"724241370806923264";https://twitter.com/dave_maydew/status/724241370806923264dave_maydew;2016-03-29 12:22;0;1;"@ LeaveEUOfficial Thanks for the flyer! My mind was already made up, but it'll come in useful to use as pointers to my sister!!";;@;;"714759735296307201";https://twitter.com/dave_maydew/status/714759735296307201
jd_leveller;2016-03-06 11:52;0;2;"@ LeaveEUOfficial Before # EU Interpol co-operated with Britsh police";;@;#;"706432272325582848";https://twitter.com/jd_leveller/status/706432272325582848iancharris;2016-06-12 11:02;0;0;"After Cameron & # projectfear onto lighter things on # BBC1 with "is the end of the world nigh?" # marr";;;# # #;"741918614907985920";https://twitter.com/iancharris/status/741918614907985920
iancharris;2016-06-12 10:44;0;3;"how much did all of these rise when we had £1 = €1 a few years ago? # projectfear scaremongering at its worst. # marr";;;# #;"741914147819028480";https://twitter.com/iancharris/status/741914147819028480
jd_leveller;2016-03-15 10:10;0;0;"@ BBCNews cudda wudda shudda ! Keep your nose out. Nobody cares what you think. Go away # EUref # ProjectFear";;@;# #;"709667961586511872";https://twitter.com/jd_leveller/status/709667961586511872
jd_leveller;2016-03-01 10:15;0;0;"@ bbckamal Speaking of # Barclays fraud you managed to squeeze in some # ProjectFear propaganda. Good to know that # bbcnews are so 'impartial'.";;@;# # #;"704595968700891136";https://twitter.com/jd_leveller/status/704595968700891136
MarkFrance62;2016-02-29 00:06;0;1;"FG/FG coalition unlikely to last 6months a 2nd # GE16 means more gains for Sinn Fein - # projectfear equals # epicfailpic.twitter.com/CnXbWiY0bK";;;# # #;"704080264838959104";https://twitter.com/MarkFrance62/status/704080264838959104
jd_leveller;2016-02-27 01:23;0;0;"# skynews Can the # ProjectFear campaign get any more ridiculous ?? THE GRUFFALO WANTS US TO REMAIN !! # euref # skypapers #";;;# # # # #;"703374891412758528";https://twitter.com/jd_leveller/status/703374891412758528
jd_leveller;2016-02-22 10:06;0;0;"@ SkyNews Some British ppl need to grow a pair & realise there is life outside # EU. Or be subservient to undemocratic Europe # ProjectFear";;@;# #;"701694599685918721";https://twitter.com/jd_leveller/status/701694599685918721KirbyComms;2016-05-03 12:04;0;1;"# referendum # vote # haveyoursay # whatever Way you decide # in Or # out Then make sure you… https://www.instagram.com/p/BE8OoLkvyPP/";;;# # # # # #;"727438584236535810";https://twitter.com/KirbyComms/status/727438584236535810iancharris;2016-06-21 21:32;0;0;"it's v sad that # Remain have more confidence in unelected Eurocrats to protect us than the UK peope to vote in a good govmt. # BBCDebate";;;# #;"745338577664491520";https://twitter.com/iancharris/status/745338577664491520
iancharris;2016-06-21 21:16;0;0;"bit like # Remain fan Richard Branson who took himself & his businesses offshore to avoid UK taxes? # EUref # VoteLeave";;;# # #;"745334682141757440";https://twitter.com/iancharris/status/745334682141757440
iancharris;2016-06-21 19:42;0;0;"Amazing # Remain say # Brexit is a huge gamble & unknown yet claim to know within £10 per person how much worse of we will be if we leave?";;;# #;"745310904175235072";https://twitter.com/iancharris/status/745310904175235072
Biggs010;2016-06-21 18:51;0;0;"It's in your power... # votein # remain # labourinforbritain -X- @… https://www.instagram.com/p/BG7IKWKD7f7CgQzvTtN-_jC49FkXHOBTGOYFtU0/ …";;@;# # #;"745298014730883072";https://twitter.com/Biggs010/status/745298014730883072
akki1234;2016-06-19 11:30;1;0;"Vote # remain...... # cityofcolours # brumpics # Birmingham @City of… https://www.instagram.com/p/BG1MLuinr1Y9IWbx8Cwf092DDf11-ScAGFiETY0/ …";;@City;# # # #;"744462433419411456";https://twitter.com/akki1234/status/744462433419411456
vwozone;2016-06-16 13:52;0;0;"Facile # remain argument of the day; "The EU protects you from your own democratically elected governments" # VoteLeave";;;# #;"743411025609891840";https://twitter.com/vwozone/status/743411025609891840
ThomsonKate11;2016-06-15 21:39;0;0;"updated Health Policy in the News Pinterest board (teaching resource) with # EU # Brexit # Remain # NHS news https://uk.pinterest.com/kate8578/health-policy-in-the-news/ …";;;# # # #;"743166068236095488";https://twitter.com/ThomsonKate11/status/743166068236095488
ThomsonKate11;2016-06-15 21:30;0;0;"Great analysis of # Brexit and # Remain claims /rhetoric, by @ ijgreener : Brexit has more hold on emotion & big ideashttps://t1ber1us.wordpress.com/2016/06/13/the-eu-referendum-debate-the-arguments-for-and-against/ …";;@;# #;"743163741206896640";https://twitter.com/ThomsonKate11/status/743163741206896640
Biggs010;2016-06-10 23:01;0;0;"You know what's needed...Tick VOTE IN and REMAIN IN THE EU # remain… https://www.instagram.com/p/BGfQGYYj7c9oEG1nr-NHF9mgZzOqikwstc6uhA0/ …";;;#;"741374821657903104";https://twitter.com/Biggs010/status/741374821657903104
willsspot;2016-06-05 13:17;0;0;"I'm not backing Cameron I'm voting for the UK # remain @ guardian: What I learned when I put the (cont) http://tl.gd/nmfjnl";;@;#;"739415741670260737";https://twitter.com/willsspot/status/739415741670260737
Biggs010;2016-06-04 18:32;0;0;"Make the sensible decision NOT the rash decision # remain -x- @… https://www.instagram.com/p/BGPUff8D7dbbbol0tM5o1NaL64hUcKpTEgwTjA0/ …";;@;#;"739132680789499904";https://twitter.com/Biggs010/status/739132680789499904
iancharris;2016-05-29 10:10;0;0;"And finally let's look at the papers after Platell has been allowed a 2 minute # Remain election broadcast # marr";;;# #;"736831982865383425";https://twitter.com/iancharris/status/736831982865383425
iancharris;2016-05-26 21:12;0;0;"yes if we # remain Osborne will be next PM. If we # VoteLeave both Cameron & Osborne will be forced out.";;;# #;"735911607402913793";https://twitter.com/iancharris/status/735911607402913793
iancharris;2016-05-22 11:39;0;0;"@ peston has to cut off # McVey when she compared the # Remain stories now with the dodgy dossier & 45 mins claim before Iraq war # Peston";;@;# # #;"734317705487126528";https://twitter.com/iancharris/status/734317705487126528
sharman1973;2016-03-22 11:46;0;0;"Wherever you sit on # Brexit or # Remain it's surely clear the schengen zone is failing to protect all citizens # Brussels";;;# # #;"712228908427452416";https://twitter.com/sharman1973/status/712228908427452416jd_leveller;2016-05-10 20:05;1;0;"@ SkyNews # remaineu campaign harnessing the young vote by wheeling out # alanjohnsonmp . Really ? # EUref # skynews";;@;# # # #;"730096502438277121";https://twitter.com/jd_leveller/status/730096502438277121Ste_Tonks;2016-06-09 08:46;0;0;"Some smart arse is going to say there’s more Remain campaign groups now isn’t there? # StrongerIN";;;#;"740797285068644352";https://twitter.com/Ste_Tonks/status/740797285068644352
Biggs010;2016-06-04 22:53;0;0;"# strongerin -x- @Smethwick https://www.instagram.com/p/BGPyXbRj7YFdJ4RA-C2ZKXbXXD9pXb7Q6W326k0/ …";;@Smethwick;#;"739198373924868098";https://twitter.com/Biggs010/status/739198373924868098
Ste_Tonks;2016-06-04 00:42;0;2;"Someone tweeted that you can’t elect the European Commission, yet seem to forget you can’t elect the House of Lords either # StrongerIN";;;#;"738863403134033920";https://twitter.com/Ste_Tonks/status/738863403134033920
Biggs010;2016-05-10 10:19;1;0;"We as a country are # strongerin additionally so does… https://www.instagram.com/p/BFOEPs6D7VAdHTYXvU9RTLEsran742s3czX4To0/ …";;;#;"729949017531162624";https://twitter.com/Biggs010/status/729949017531162624
Ste_Tonks;2016-04-12 19:30;0;2;"Got it finally # StrongerIn # EUreferendumpic.twitter.com/pqHg0d3DbE";;;# #;"719940862235525120";https://twitter.com/Ste_Tonks/status/719940862235525120
Ste_Tonks;2016-03-09 08:52;0;2;"No mention here @ o2 that you have to change in preparation for dropping them all completely in June 2017 # StrongerIn pic.twitter.com/CIozNZQ53D";;@;#;"707474067679531008";https://twitter.com/Ste_Tonks/status/707474067679531008iancharris;2016-06-12 10:57;0;0;"but only if the EU let's us. # marr";;;#;"741917446131585024";https://twitter.com/iancharris/status/741917446131585024
iancharris;2016-05-26 21:16;0;0;"if being in the EU is so great for us why is unemployment in the Eurozone twice our level?";;;;"735912399316865025";https://twitter.com/iancharris/status/735912399316865025
iancharris;2016-04-24 10:47;1;0;"@ StrongerInPress # Marr but you can't change them! It's like women who think they can change an abusive relationship. # VoteLeave";;@;# #;"724157753007214592";https://twitter.com/iancharris/status/724157753007214592Biggs010;2016-06-21 18:51;0;0;"It's in your power... # votein # remain # labourinforbritain -X- @… https://www.instagram.com/p/BG7IKWKD7f7CgQzvTtN-_jC49FkXHOBTGOYFtU0/ …";;@;# # #;"745298014730883072";https://twitter.com/Biggs010/status/745298014730883072
KupidVal;2016-06-12 23:29;0;0;"# VoteOut if This is what you're looking for. I think I'll # VoteIn @European Union https://www.instagram.com/p/BGkc2tMCe2Z/";;@European;# #;"742106557035515905";https://twitter.com/KupidVal/status/7421065570355159051truclaretnblu;2016-04-17 12:08;0;0;"@ voteleave @ arabellaarkwri1 @ vote_leave @ BeLeaveBritain @unis4britain @ 1truclaretnblu @ WomenforBritain @ BetterOffOut @ Vote_LeaveMedia";;@ @ @ @ @unis4britain @ @ @ @;;"721641550917328896";https://twitter.com/1truclaretnblu/status/721641550917328896
jd_leveller;2016-02-20 17:05;0;0;"@ bbclaurak @ vote_leave Cameron & the corporates or this bunch ? It's between the Devil & the deep blue sea. # EUreferendum";;@ @;#;"701075103828811777";https://twitter.com/jd_leveller/status/701075103828811777iancharris;2016-06-21 21:16;0;0;"bit like # Remain fan Richard Branson who took himself & his businesses offshore to avoid UK taxes? # EUref # VoteLeave";;;# # #;"745334682141757440";https://twitter.com/iancharris/status/745334682141757440
iancharris;2016-06-21 21:12;0;0;"in Rome they have elected a 37 year old left wing annti EU woman as mayor. Not that UK press want you to know # VoteLeave";;;#;"745333564397527040";https://twitter.com/iancharris/status/745333564397527040
dave_maydew;2016-06-20 13:21;0;3;"Oh dear lord! The EU Referendum has had more ins and outs than a Porno movie! # Brexit # VoteLeave";;;# #;"744852549501616129";https://twitter.com/dave_maydew/status/744852549501616129
vwozone;2016-06-16 14:00;0;0;""The EU prevented war in Europe" they said, ignoring Russia, NATO, the Cold War and the invention of nuclear weapons # remainlogic # voteleave";;;# #;"743412833199730688";https://twitter.com/vwozone/status/743412833199730688
vwozone;2016-06-16 13:52;0;0;"Facile # remain argument of the day; "The EU protects you from your own democratically elected governments" # VoteLeave";;;# #;"743411025609891840";https://twitter.com/vwozone/status/743411025609891840
iancharris;2016-06-15 21:01;1;0;"@ KateHoeyMP the markets are realising that when we # VoteLeave the economy will boom as Cameron & Osborne get booted out";;@;#;"743156396288540673";https://twitter.com/iancharris/status/743156396288540673
iancharris;2016-05-29 10:38;0;0;"we are 45 minutes from chaos if we # VoteLeave says Blair. # marr";;;# #;"736839009209581569";https://twitter.com/iancharris/status/736839009209581569
iancharris;2016-05-26 21:12;0;0;"yes if we # remain Osborne will be next PM. If we # VoteLeave both Cameron & Osborne will be forced out.";;;# #;"735911607402913793";https://twitter.com/iancharris/status/735911607402913793
iancharris;2016-05-22 11:10;1;1;"Now Cameron says the poor will starve if we # VoteLeave is there any lie he won't say? # Peston";;;# #;"734310389362614272";https://twitter.com/iancharris/status/734310389362614272
iancharris;2016-04-24 10:47;1;0;"@ StrongerInPress # Marr but you can't change them! It's like women who think they can change an abusive relationship. # VoteLeave";;@;# #;"724157753007214592";https://twitter.com/iancharris/status/724157753007214592
jd_leveller;2016-02-17 10:45;0;1;"@ 5WrightStuff No. business first. E.g # VW .Another reason for ppl to # VoteLeave.Stupid politicians with their crappy ideas # wrightstuff";;@;# # #;"699892518528380928";https://twitter.com/jd_leveller/status/6998925185283809281truclaretnblu;2016-04-17 12:08;0;0;"@ voteleave @ arabellaarkwri1 @ vote_leave @ BeLeaveBritain @unis4britain @ 1truclaretnblu @ WomenforBritain @ BetterOffOut @ Vote_LeaveMedia";;@ @ @ @ @unis4britain @ @ @ @;;"721641550917328896";https://twitter.com/1truclaretnblu/status/721641550917328896
StevenGeorgia;2016-03-13 01:49;0;1;"Is it time to @ Vote_LeaveMedia @ mometfisher @ patjsullivan @ TimFocas66 @ OsmanDervish @ cllrtomhunt1";;@ @ @ @ @ @;;"708817184525590528";https://twitter.com/StevenGeorgia/status/708817184525590528KupidVal;2016-06-12 23:29;0;0;"# VoteOut if This is what you're looking for. I think I'll # VoteIn @European Union https://www.instagram.com/p/BGkc2tMCe2Z/";;@European;# #;"742106557035515905";https://twitter.com/KupidVal/status/742106557035515905DailySOMERSET;2016-06-21 19:27;0;0;"EU Referendum: Brexit battle bus and Michael Gove MP coming to... http://j.mp/28Sh4Dw # Somerset";;;#;"745307094593609728";https://twitter.com/DailySOMERSET/status/745307094593609728
DailyGLAMORGAN;2016-06-21 01:47;0;0;"Ex-Chancellor warns Brexit could 'crash' economy and kill off investment in # Wales http://j.mp/28NJqhW # Cymrupic.twitter.com/QfEd0ds5cY";;;# #;"745040312867794944";https://twitter.com/DailyGLAMORGAN/status/745040312867794944
DailyGLAMORGAN;2016-06-20 14:55;0;0;"Welsh steelmaker Celsa has warned Brexit poses a 'significant threat' http://j.mp/28JmXCX # Cymrupic.twitter.com/mxspS7sOuM";;;#;"744876253455360000";https://twitter.com/DailyGLAMORGAN/status/744876253455360000
DailyGLAMORGAN;2016-06-20 14:23;1;0;"Language groups join forces to warn of 'disastrous' consequences of Brexit http://j.mp/28JcCa7 # Cymrupic.twitter.com/ovW8EfPPPT";;;#;"744868194444181504";https://twitter.com/DailyGLAMORGAN/status/744868194444181504
betsonlongshots;2016-06-18 15:53;1;0;"This is the best # remain campaign poster ever. # brexit # eureferendum # borisjohnson # donaldtrump… https://www.instagram.com/p/BGzFgHISkm1/";;;# # # # #;"744166270724038656";https://twitter.com/betsonlongshots/status/744166270724038656
penslade;2016-06-17 18:12;1;1;"# Brexit is based on a lie, with our aging population if we didn't have immigration the economy will go into recession.";;;#;"743838745699434496";https://twitter.com/penslade/status/743838745699434496
penslade;2016-06-15 17:46;0;0;"Michael Gove's father denies his company was destroyed by EU policies http://gu.com/p/4y5xz?CMP=Share_AndroidApp_Twitter … # Brexit being economical with the truth again";;;#;"743107320691974144";https://twitter.com/penslade/status/743107320691974144
CardiffSfb;2016-06-13 23:51;2;1;"The Sun backs # Brexit pic.twitter.com/VXbz6Z67jC";;;#;"742474438101372929";https://twitter.com/CardiffSfb/status/742474438101372929
Paul_Rout;2016-06-11 21:40;0;0;"# EU # Brexit | 'We used to have more orders from countries in the EU but over the last few years this has changed' > http://ow.ly/lZ2I3019SIR";;;# #;"741716676908048384";https://twitter.com/Paul_Rout/status/741716676908048384
penslade;2016-06-10 22:55;1;1;"# Brexit bangs on about project fear on economy which exactly what they do on immigration this is basically racist & nasty vote # Remain";;;# #;"741373359804583936";https://twitter.com/penslade/status/741373359804583936
Mozkovich;2016-06-09 01:51;0;0;"I spent my evening informing voters of the left-wing and student reasons to back # brexit . Holiday much needed. pic.twitter.com/viKSoBNEKh";;;#;"740692852875898884";https://twitter.com/Mozkovich/status/740692852875898884
nicholasmathesn;2016-06-08 21:00;0;4;"Wonder if # Brexit happened would the govt match the 100s of millions the eu presently gives to the # merthyr & the welsh valleys";;;# #;"740619582088564736";https://twitter.com/nicholasmathesn/status/740619582088564736
penslade;2016-06-07 20:19;0;1;"Sir Terry Matthews says Brexit would be 'an absolute disaster' http://www.walesonline.co.uk/business/business-opinion/welsh-billionaire-sir-terry-matthews-11439615#ICID=Android_WalesOnlineNewsApp_AppShare … Heed Sir Terry vote for a future not a past # Remain";;;#ICID #;"740246797231247364";https://twitter.com/penslade/status/740246797231247364
DailySOMERSET;2016-06-07 19:32;0;0;"Brexit: Green activists poke fun at Vote Leave campaign with... http://j.mp/22MQxLw # Somersetpic.twitter.com/nsI8QpVJBC";;;#;"740234911152406528";https://twitter.com/DailySOMERSET/status/740234911152406528
DailySOMERSET;2016-06-07 16:48;0;0;"Brexit: Facebook group Yarlington Chat to host European Union... http://j.mp/1PE2ssX # Somersetpic.twitter.com/prIiTSYDTH";;;#;"740193740791287810";https://twitter.com/DailySOMERSET/status/740193740791287810
DailyGLAMORGAN;2016-06-07 15:42;0;0;"Why I've renounced Euroscepticism and am fighting against Brexit - Labour MP Ann… http://j.mp/1PDPZ8v # Cymrupic.twitter.com/gPh6tRh4mG";;;#;"740177036962979840";https://twitter.com/DailyGLAMORGAN/status/740177036962979840
FCS_Shipping;2016-06-07 14:45;0;0;"Brexit Could Cost UK Exporters £5.6bn A Year http://news.sky.com/story/1708309/brexit-could-cost-uk-exporters-5-6bn-a-year …";;;;"740162700488101888";https://twitter.com/FCS_Shipping/status/740162700488101888
DailyGLAMORGAN;2016-06-07 14:05;0;0;"What does the word Brexit mean? http://j.mp/22LVowr # Cymrupic.twitter.com/SY0ivXM0Oz";;;#;"740152634011619328";https://twitter.com/DailyGLAMORGAN/status/740152634011619328
RhEvans41;2016-06-07 09:18;0;0;"Will all those who are planning to vote # brexit and not yet registered to vote please not… https://www.instagram.com/p/BGWDgZ_o8Ep/";;;#;"740080490997223424";https://twitter.com/RhEvans41/status/740080490997223424
DailyGLAMORGAN;2016-06-06 18:42;0;0;"The case for a snap election if the country votes for Brexit on June 23 http://j.mp/1PAFvqo # Cymrupic.twitter.com/RvQJESADao";;;#;"739859951938506752";https://twitter.com/DailyGLAMORGAN/status/739859951938506752
penslade;2016-06-06 14:28;0;0;"On the anniversary of D-day, we need the European Union more than ever http://gu.com/p/4kdp4?CMP=Share_AndroidApp_Twitter … more reasons to # RemainINEU # Brexit is a con";;;# #;"739796101256122368";https://twitter.com/penslade/status/739796101256122368
penslade;2016-06-05 18:12;0;0;"# Brexit play the immigration card, they want to to take us back to being a jingoistic bunch of little englanders. Not nice need to # Remain";;;# #;"739490062904201216";https://twitter.com/penslade/status/739490062904201216
FosterAdrian;2016-05-24 22:46;5;3;"4 days in UK and he gets a council house. And we wonder why some people want Brexit? # councilhouse";;;#;"735210463072538624";https://twitter.com/FosterAdrian/status/735210463072538624
ayesleft;2016-05-15 12:44;0;0;"Fears of # Brexit will add £115 to the average family holiday this year as the pound continues to lose value against the Euro. It is down 9%.";;;#;"731797327720120320";https://twitter.com/ayesleft/status/731797327720120320
ayesleft;2016-05-14 12:35;0;0;"Think the # Brexit campaign has turned into who can give the most bullsh*t ... Lies, lies and more lies. Need the true facts!";;;#;"731432691590176768";https://twitter.com/ayesleft/status/731432691590176768
ayesleft;2016-05-01 14:41;0;0;"The @ Conservatives would use an # EU exit to dismantle workers’ rights warn @ UKLabour - We must protect workers rights oppose # Brexit";;@ @;# #;"726753420116414464";https://twitter.com/ayesleft/status/726753420116414464
KeithEdwards121;2016-04-28 12:47;5;5;"All set for Brexit @ WHQMag debate # TAI16 - Antonia Forte singlehandedly fighting back on the gender balance frontpic.twitter.com/zZJJrGTB1k";;@;#;"725637672425918465";https://twitter.com/KeithEdwards121/status/725637672425918465
ayesleft;2016-04-27 23:01;0;0;"Could the @ VOGCouncil be one of the only council’s in # Wales not to have a position on the # Brexit referendum? Pleased to say was voted out!";;@;# #;"725429604211675140";https://twitter.com/ayesleft/status/725429604211675140
ayesleft;2016-04-23 20:42;0;0;"BRITAIN would not be able to strike a free trade deal with the US “any time soon” if it leaves the # EU, @ BarackObama has said. # Brexit vote.";;@;# #;"723945033519472641";https://twitter.com/ayesleft/status/723945033519472641
penslade;2016-04-22 19:43;0;0;"Barack Obama: Brexit would put UK back of the queue for trade talks http://gu.com/p/4thyg?CMP=Share_AndroidApp_Twitter … Leave team upset shown up as being deluded";;;;"723567871700393984";https://twitter.com/penslade/status/723567871700393984
penslade;2016-04-22 12:28;0;0;"# borisjohnson calls # Obama hypocrite for interfering in # Brexit points to former Oz PM Howard supporting leave, incoherent hypocrite boris";;;# # #;"723458504640598016";https://twitter.com/penslade/status/723458504640598016
KeithEdwards121;2016-04-19 10:00;1;3;"Depressingly the media # Brexit debate dominated by white middle aged Tories again @ BBCr4today although Gove won turn-off award hands down";;@;#;"722334041081569280";https://twitter.com/KeithEdwards121/status/722334041081569280
ayesleft;2016-04-13 14:42;0;0;"# Brexit unlikely to cause significant fall in immigration, says report: @ Guardiannews - surprise, Surprise!http://www.theguardian.com/politics/2016/apr/13/brexit-unlikely-fall-immigration-report …";;@;#;"720230720623521792";https://twitter.com/ayesleft/status/720230720623521792
ayesleft;2016-04-10 11:25;0;0;"Angry posties could deliver a blow to @ David_Cameron’s referendum campaign by binning his pro-EU leaflets against # Brexit @ RoyalMail.";;@ @;#;"719093835243130880";https://twitter.com/ayesleft/status/719093835243130880
BramleyLodge;2016-03-29 20:48;1;1;"Enough of the scaremongering. Staying in the EU is the risk ! (Turkey, ever closer un-democratic political union, no border control) # Brexit";;;#;"714886909756047361";https://twitter.com/BramleyLodge/status/714886909756047361
ayesleft;2016-03-27 23:51;0;0;"@ Ukip-backed # Brexit campaign employs EU migrants to rally support...Can you believe it?? http://www.theguardian.com/politics/2016/mar/27/ukip-backed-leave-eu-brexit-campaign-employs-eu-migrants-arron-banks …";;@;#;"714208198148927488";https://twitter.com/ayesleft/status/714208198148927488
ayesleft;2016-02-27 14:15;0;0;"@ DAVID_CAMERON has described the # Brexit referendum on Britain’s membership of the EU as “bigger” than the Assembly election. Equal to me!";;@;#;"703569073477697536";https://twitter.com/ayesleft/status/703569073477697536
ayesleft;2016-02-21 12:01;0;1;"Now the # Brexit poll has been announced for June 23 - I will be supporting the “in” campaign as Wales benefits billions from # EU funds.";;;# #;"701361069542023169";https://twitter.com/ayesleft/status/701361069542023169betsonlongshots;2016-06-18 15:53;1;0;"This is the best # remain campaign poster ever. # brexit # eureferendum # borisjohnson # donaldtrump… https://www.instagram.com/p/BGzFgHISkm1/";;;# # # # #;"744166270724038656";https://twitter.com/betsonlongshots/status/744166270724038656
penslade;2016-06-17 18:12;1;1;"# Brexit is based on a lie, with our aging population if we didn't have immigration the economy will go into recession.";;;#;"743838745699434496";https://twitter.com/penslade/status/743838745699434496
penslade;2016-06-15 17:46;0;0;"Michael Gove's father denies his company was destroyed by EU policies http://gu.com/p/4y5xz?CMP=Share_AndroidApp_Twitter … # Brexit being economical with the truth again";;;#;"743107320691974144";https://twitter.com/penslade/status/743107320691974144
CardiffSfb;2016-06-13 23:51;2;1;"The Sun backs # Brexit pic.twitter.com/VXbz6Z67jC";;;#;"742474438101372929";https://twitter.com/CardiffSfb/status/742474438101372929
Paul_Rout;2016-06-11 21:40;0;0;"# EU # Brexit | 'We used to have more orders from countries in the EU but over the last few years this has changed' > http://ow.ly/lZ2I3019SIR";;;# #;"741716676908048384";https://twitter.com/Paul_Rout/status/741716676908048384
penslade;2016-06-10 22:55;1;1;"# Brexit bangs on about project fear on economy which exactly what they do on immigration this is basically racist & nasty vote # Remain";;;# #;"741373359804583936";https://twitter.com/penslade/status/741373359804583936
Mozkovich;2016-06-09 01:51;0;0;"I spent my evening informing voters of the left-wing and student reasons to back # brexit . Holiday much needed. pic.twitter.com/viKSoBNEKh";;;#;"740692852875898884";https://twitter.com/Mozkovich/status/740692852875898884
RhEvans41;2016-06-07 09:18;0;0;"Will all those who are planning to vote # brexit and not yet registered to vote please not… https://www.instagram.com/p/BGWDgZ_o8Ep/";;;#;"740080490997223424";https://twitter.com/RhEvans41/status/740080490997223424
penslade;2016-06-06 14:28;0;0;"On the anniversary of D-day, we need the European Union more than ever http://gu.com/p/4kdp4?CMP=Share_AndroidApp_Twitter … more reasons to # RemainINEU # Brexit is a con";;;# #;"739796101256122368";https://twitter.com/penslade/status/739796101256122368
penslade;2016-06-05 18:12;0;0;"# Brexit play the immigration card, they want to to take us back to being a jingoistic bunch of little englanders. Not nice need to # Remain";;;# #;"739490062904201216";https://twitter.com/penslade/status/739490062904201216
penslade;2016-06-02 10:54;0;0;"Drawing a line: Artists take a stance against Brexit http://gu.com/p/4k325?CMP=Share_AndroidApp_Twitter … more good reasons to stay # Brexit is # stupid";;;# #;"738292707102208000";https://twitter.com/penslade/status/738292707102208000
ayesleft;2016-05-15 12:44;0;0;"Fears of # Brexit will add £115 to the average family holiday this year as the pound continues to lose value against the Euro. It is down 9%.";;;#;"731797327720120320";https://twitter.com/ayesleft/status/731797327720120320
ayesleft;2016-05-14 12:35;0;0;"Think the # Brexit campaign has turned into who can give the most bullsh*t ... Lies, lies and more lies. Need the true facts!";;;#;"731432691590176768";https://twitter.com/ayesleft/status/731432691590176768
ayesleft;2016-05-01 14:41;0;0;"The @ Conservatives would use an # EU exit to dismantle workers’ rights warn @ UKLabour - We must protect workers rights oppose # Brexit";;@ @;# #;"726753420116414464";https://twitter.com/ayesleft/status/726753420116414464
ayesleft;2016-04-27 23:01;0;0;"Could the @ VOGCouncil be one of the only council’s in # Wales not to have a position on the # Brexit referendum? Pleased to say was voted out!";;@;# #;"725429604211675140";https://twitter.com/ayesleft/status/725429604211675140
ayesleft;2016-04-23 20:42;0;0;"BRITAIN would not be able to strike a free trade deal with the US “any time soon” if it leaves the # EU, @ BarackObama has said. # Brexit vote.";;@;# #;"723945033519472641";https://twitter.com/ayesleft/status/723945033519472641
penslade;2016-04-22 12:28;0;0;"# borisjohnson calls # Obama hypocrite for interfering in # Brexit points to former Oz PM Howard supporting leave, incoherent hypocrite boris";;;# # #;"723458504640598016";https://twitter.com/penslade/status/723458504640598016
KeithEdwards121;2016-04-19 10:00;1;3;"Depressingly the media # Brexit debate dominated by white middle aged Tories again @ BBCr4today although Gove won turn-off award hands down";;@;#;"722334041081569280";https://twitter.com/KeithEdwards121/status/722334041081569280
ayesleft;2016-04-13 14:42;0;0;"# Brexit unlikely to cause significant fall in immigration, says report: @ Guardiannews - surprise, Surprise!http://www.theguardian.com/politics/2016/apr/13/brexit-unlikely-fall-immigration-report …";;@;#;"720230720623521792";https://twitter.com/ayesleft/status/720230720623521792
ayesleft;2016-04-10 11:25;0;0;"Angry posties could deliver a blow to @ David_Cameron’s referendum campaign by binning his pro-EU leaflets against # Brexit @ RoyalMail.";;@ @;#;"719093835243130880";https://twitter.com/ayesleft/status/719093835243130880
BramleyLodge;2016-03-29 20:48;1;1;"Enough of the scaremongering. Staying in the EU is the risk ! (Turkey, ever closer un-democratic political union, no border control) # Brexit";;;#;"714886909756047361";https://twitter.com/BramleyLodge/status/714886909756047361
ayesleft;2016-03-27 23:51;0;0;"@ Ukip-backed # Brexit campaign employs EU migrants to rally support...Can you believe it?? http://www.theguardian.com/politics/2016/mar/27/ukip-backed-leave-eu-brexit-campaign-employs-eu-migrants-arron-banks …";;@;#;"714208198148927488";https://twitter.com/ayesleft/status/714208198148927488
ayesleft;2016-02-27 14:15;0;0;"@ DAVID_CAMERON has described the # Brexit referendum on Britain’s membership of the EU as “bigger” than the Assembly election. Equal to me!";;@;#;"703569073477697536";https://twitter.com/ayesleft/status/703569073477697536
ayesleft;2016-02-21 12:01;0;1;"Now the # Brexit poll has been announced for June 23 - I will be supporting the “in” campaign as Wales benefits billions from # EU funds.";;;# #;"701361069542023169";https://twitter.com/ayesleft/status/701361069542023169Kath_Hopkins1;2016-06-21 21:59;0;1;"Thanks @ bronlloyd I'm certainly no @ daviddimble ,but loved chairing our own # EUref @ bbcbigdebate";;@ @ @;#;"745345302119522304";https://twitter.com/Kath_Hopkins1/status/745345302119522304
