username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
tcgriffin;2016-06-15 20:45;0;1;"McGinn: it's now easy to be Irish in Britain. Brexit threatens that hybrid existence.";;;;"743152413583020032";https://twitter.com/tcgriffin/status/743152413583020032
rock2shark;2016-06-15 20:35;0;0;"# BBCqtEUSpecial Michael Gove's reply to economical Qu referring to Osbourne's trashing of UK economy in event of # Brexit vote despicable.";;;# #;"743149922338414592";https://twitter.com/rock2shark/status/743149922338414592
nickvidamour;2016-06-15 20:11;0;0;"What a load of bollox this is # brexit # EUREF # EUreferendum # VoteLeavehttps://twitter.com/nickvidamour/status/743143485889351680 …";;;# # # #;"743143985263288320";https://twitter.com/nickvidamour/status/743143985263288320
GonzaloHerrero;2016-06-15 20:11;0;2;"Vote to remain in Europe. I'm in # brexit # voteremain # breastxit @London, United Kingdom https://www.instagram.com/p/BGr0h6Rswmg/";;@London;# # #;"743143785899536385";https://twitter.com/GonzaloHerrero/status/743143785899536385
AnnaSilverman1;2016-06-15 20:04;0;0;"Yvette Cooper smashing it for Remain camp at our Brexit panel today with Stella Creasy, Theresa… https://www.instagram.com/p/BGrzvMLmMq-/";;;;"743142045397590021";https://twitter.com/AnnaSilverman1/status/743142045397590021
SamingLaVie;2016-06-15 20:03;0;0;"no he didn't, he said it's simple economics that wages rise if demand for workers rises. In post-Brexit recession it won't.";;;;"743141981602340864";https://twitter.com/SamingLaVie/status/743141981602340864
juliacambridge1;2016-06-15 20:02;0;0;"totally agree Brexit is a sham # StrongerIn";;;#;"743141645655375872";https://twitter.com/juliacambridge1/status/743141645655375872
AndyRFCCharman;2016-06-15 19:44;0;0;"# Brexit claim UK fishing gains but ignore losses from EU! Its how their whole deceitful economic model works. Don't be conned # VoteRemain";;;# #;"743137113466675200";https://twitter.com/AndyRFCCharman/status/743137113466675200
Newsminster;2016-06-15 19:44;3;0;"David Cameron: Oil collapse shows Brexit warnings should be heeded http://bit.ly/1Q5azPw # Politicspic.twitter.com/nRLfC85Hn5";;;#;"743137028993220609";https://twitter.com/Newsminster/status/743137028993220609
AndyRFCCharman;2016-06-15 19:27;1;1;"# Farage says EU to blame for UK fishing problems. Greenpeace say he's wrong, UK Govt to blame. # Brexit liar & racist # StrongerIn # VoteRemain";;;# # # #;"743132873214070788";https://twitter.com/AndyRFCCharman/status/743132873214070788
ADAHuddersfield;2016-06-15 18:36;0;0;"Our 'BREXIT - its impact on the Design and Construction sector' public debate is just kicking… https://www.instagram.com/p/BGrptL2DCtm/";;;;"743119980296867840";https://twitter.com/ADAHuddersfield/status/743119980296867840
Faisal_Yaqoob_;2016-06-15 18:32;0;0;"Which # universities would lose out from # Brexit? https://www.timeshighereducation.com/news/which-universities-would-lose-out-from-brexit …";;;# #;"743119060070739968";https://twitter.com/Faisal_Yaqoob_/status/743119060070739968
ADAHuddersfield;2016-06-15 18:13;0;0;"We're getting ready for the 'BREXIT - its impact on the Design and Construction sector' Public… https://www.instagram.com/p/BGrnI3BjCmm/";;;;"743114333991927808";https://twitter.com/ADAHuddersfield/status/743114333991927808
johnmaccann;2016-06-15 18:10;0;0;"The European Union is the worst choice – apart from the alternative http://gu.com/p/4y52g?CMP=Share_AndroidApp_Twitter … # Remain # Brexit # EUref";;;# # #;"743113536969289728";https://twitter.com/johnmaccann/status/743113536969289728
H_M_H_B;2016-06-15 18:05;0;0;"Bono says open our borders which is a good enough reason to close our borders... # brexit";;;#;"743112226953912320";https://twitter.com/H_M_H_B/status/743112226953912320
mhoulden;2016-06-15 17:47;0;0;"Disappointed that My Dream Boat is about a horse rather than the SS Brexit standoff in the Thames";;;;"743107668064272384";https://twitter.com/mhoulden/status/743107668064272384
penslade;2016-06-15 17:46;0;0;"Michael Gove's father denies his company was destroyed by EU policies http://gu.com/p/4y5xz?CMP=Share_AndroidApp_Twitter … # Brexit being economical with the truth again";;;#;"743107320691974144";https://twitter.com/penslade/status/743107320691974144
DailySHROPSHIRE;2016-06-15 17:37;0;0;"EU referendum: Campaigners complain over school's Brexit film refusal http://j.mp/23agKUB # Shropshirepic.twitter.com/ahdvAJTM7R";;;#;"743105201205215232";https://twitter.com/DailySHROPSHIRE/status/743105201205215232
steve_hume;2016-06-15 17:08;0;0;"# brexit https://twitter.com/ConversationUK/status/743095153649405952 …";;;#;"743097888025247744";https://twitter.com/steve_hume/status/743097888025247744
sophie1ed;2016-06-15 16:48;1;3;"Directed a live # BBCRadioWales # brexit # debate that went out on # BBCRadioWales, BBC Wales News… https://www.instagram.com/p/BGrdU_fNMB_/";;;# # # #;"743092765806972928";https://twitter.com/sophie1ed/status/743092765806972928
fsplaw;2016-06-15 16:45;0;0;"Could # Brexit increase # Inheritance Tax to 45%? Osborne issues warning todayhttp://ow.ly/iWIF301hLNO";;;# #;"743091989558755328";https://twitter.com/fsplaw/status/743091989558755328
kalavros;2016-06-15 16:07;0;0;"European Tech legend Niklas Zennstrom (Skype, Kazaa, Atomico) argues against a # Brexit. Around… https://www.instagram.com/p/BGrYp5BgMY6/";;;#;"743082483990835204";https://twitter.com/kalavros/status/743082483990835204
bystpt;2016-06-15 15:54;0;0;"acabar com isto do brexit e com os cabrões dos hooligans (@London Stansted Airport - @ stn_airport) http://4sq.com/1Ucbak0";;@London @;;"743079332621455360";https://twitter.com/bystpt/status/743079332621455360
ma_linskey;2016-06-15 15:50;1;0;"don't eat the membership Nigel! # Brexit # VoteLeave";;;# #;"743078213048512513";https://twitter.com/ma_linskey/status/743078213048512513
DailyHAMPSHIRE;2016-06-15 15:49;0;0;"Hampshire MP among 57 MPs opposing Chancellor's "Brexit Budget" http://j.mp/1Q4sfuy # Hampshirepic.twitter.com/qLeVACOAt1";;;#;"743077883686461441";https://twitter.com/DailyHAMPSHIRE/status/743077883686461441
elpgb;2016-06-15 15:46;0;0;"I was really worried before last election we would get another Tory gov. Now I'm bloody terrified we will leave E u and get brexit";;;;"743077255312756736";https://twitter.com/elpgb/status/743077255312756736
JoannieCo;2016-06-15 15:45;0;0;"And # Osbourne will tax us to death! Haha # Brexit # VoteLeave";;;# # #;"743077087477682176";https://twitter.com/JoannieCo/status/743077087477682176
mrjamiemillar;2016-06-15 15:41;0;0;"# brexit # stay # remain # grafitti # streetart @Regent's Canal https://www.instagram.com/p/BGrVrOxuZmm/";;@Regent;# # # # #;"743075936107515904";https://twitter.com/mrjamiemillar/status/743075936107515904
photocillin;2016-06-15 15:36;0;2;"Preparing for Brexit. Children experiencing what life would be like to live on an isolated… https://www.instagram.com/p/BGrVKXXTBFM/";;;;"743074802467016704";https://twitter.com/photocillin/status/743074802467016704
aopedelondres;2016-06-15 15:36;0;0;"# Referendum - Nigel Farage and Sir Bob Geldof clash on Brexit in bizarre Thames flotilla… https://www.instagram.com/p/BGrVKNQkRDA/";;;#;"743074797949685760";https://twitter.com/aopedelondres/status/743074797949685760
elpgb;2016-06-15 15:34;0;0;"@ prawnstar2015 oh god see what I mean about Murdoch running the country if brexit have their way";;@;;"743074151578079232";https://twitter.com/elpgb/status/743074151578079232
Newsminster;2016-06-15 15:23;0;1;"David Cameron and Jeremy Corbyn debate possible post-Brexit budget - video http://bit.ly/239Uzhc # Politicspic.twitter.com/rYvA1fqXgv";;;#;"743071359828267008";https://twitter.com/Newsminster/status/743071359828267008
Newsminster;2016-06-15 15:23;0;0;"What percentage Brexit are you?  http://bit.ly/239ULwS # Politicspic.twitter.com/PfEAqWeBpv";;;#;"743071348990185473";https://twitter.com/Newsminster/status/743071348990185473
BobDuffield;2016-06-15 15:12;0;0;"@ montie PMQs turned Parliament into an echo-chamber for # Remain. If # Brexit wins can we trust MPs to implement the will of the People?";;@;# #;"743068698387308544";https://twitter.com/BobDuffield/status/743068698387308544
TomFarrellyTalk;2016-06-15 14:00;0;0;"STILL talking # brexit with simonwilhelminaldn and livvybruchezsmith - our thoughts can be summed… https://www.instagram.com/p/BGrKEpHPrsA/";;;#;"743050423376973824";https://twitter.com/TomFarrellyTalk/status/743050423376973824
70r3nZo;2016-06-15 13:54;0;0;"Back to # uk before the # brexit @Gatwick Airport https://www.instagram.com/p/BGrJZOBlHHU/";;@Gatwick;# #;"743048924433375236";https://twitter.com/70r3nZo/status/743048924433375236
BobDuffield;2016-06-15 13:37;0;0;"# PMQs Cameron's tone is teetering on the hysterical. He looks tired and seriously under slept. He'll shortly get a long lie-in. # Brexit";;;# #;"743044847309819904";https://twitter.com/BobDuffield/status/743044847309819904
GuardianTrustFX;2016-06-15 13:30;0;1;"Japanese Yen crosses: Short-term Candlestick Levels - # EURJPY, # GBPJPY, # AUDJPY and # CADJPY. # forex # Brexit pic.twitter.com/KFQqnX4xg0";;;# # # # # #;"743042953745158144";https://twitter.com/GuardianTrustFX/status/743042953745158144
MervDM;2016-06-15 13:25;0;0;"Interesting piece of # art - # guardian front page from 1980 - # Brexit # Labour! @Arts Club, Mayfair https://www.instagram.com/p/BGrGFG0jcJE/";;@Arts;# # # #;"743041640927879168";https://twitter.com/MervDM/status/743041640927879168
Mozkovich;2016-06-15 13:21;0;0;"Labour have said austerity's a "political choice". True in or out of EU. Illogical/hypocritical for Labour to back austerity post # brexit";;;#;"743040757091667970";https://twitter.com/Mozkovich/status/743040757091667970
andrewjbullock;2016-06-15 13:00;0;0;"# brexit # boats ( # weird) @Daily Express https://www.instagram.com/p/BGrDON9tENC/";;@Daily;# # #;"743035357785006080";https://twitter.com/andrewjbullock/status/743035357785006080
edmondson;2016-06-15 12:50;0;0;"# Brexit Budget could be an Ed Stone moment, but I'm sure Osborne's strategy is to force the question "if not this, then what?"";;;#;"743032863474520064";https://twitter.com/edmondson/status/743032863474520064
GuardianTrustFX;2016-06-15 12:41;0;2;"RT @ EnergyCyprus @ tradersdna: @ FXPRIMUS adds UK and US oil, spot oil http://www.energynewscyprus.com/fxprimus-adds-uk-and-us-oil-spot-oil-to-offering/ … pic.twitter.com/hAN19QT4xn # forex # Brexit";;@ @ @;# #;"743030722781425664";https://twitter.com/GuardianTrustFX/status/743030722781425664
GuardianTrustFX;2016-06-15 12:39;1;2;"RT @ TheEconomist @ tradersdna: Our guide to Britain's EU referendum http://econ.st/28DZ5Zg  pic.twitter.com/OQ87lOkEC5 # forex # Brexit";;@ @;# #;"743030048664457216";https://twitter.com/GuardianTrustFX/status/743030048664457216
GuardianTrustFX;2016-06-15 12:07;0;1;"Trapped Traders® Daily Analysis - Selling # AUDUSD https://youtu.be/AtSlvjBmtEQ  via @ YouTube @ tradersdna @ HedgeThink # forex # Brexit";;@ @ @;# # #;"743022214673502208";https://twitter.com/GuardianTrustFX/status/743022214673502208
SWFLabour;2016-06-15 12:07;0;0;"# Labour: Rolls Royce warning further evidence of Brexit threat to jobs & the economy -… http://j.mp/1Q3SscP pic.twitter.com/NSDsyPGG86";;;#;"743022179730620416";https://twitter.com/SWFLabour/status/743022179730620416
GuardianTrustFX;2016-06-15 12:06;0;0;"How To Trade # Forex -Trapped Traders® Daily Analysis - Selling # AUDUSD https://youtu.be/AtSlvjBmtEQ  via @ YouTube # Brexit # Fed";;@;# # # #;"743021907776286720";https://twitter.com/GuardianTrustFX/status/743021907776286720
Essex_Marketing;2016-06-15 12:03;0;0;"Marketers feel ‘left in the dark and unprepared’ for a potential Brexit http://dlvr.it/LZ3yBv # Essexpic.twitter.com/4jaaVgnSPf";;;#;"743021039572025345";https://twitter.com/Essex_Marketing/status/743021039572025345
Karyyeung;2016-06-15 11:36;0;0;"# Brexit campaigners on the # RiverThames protesting # InOrOut # London # protest # referendum # uk… https://www.instagram.com/p/BGq5nfyNzxA/";;;# # # # # # #;"743014234292912128";https://twitter.com/Karyyeung/status/743014234292912128
DavidWoodhead26;2016-06-15 11:24;0;0;"# Brexit I decided a long time ago. I don't understand how/why people think it's a difficult decision! You either believe in democracy or not";;;#;"743011352650911744";https://twitter.com/DavidWoodhead26/status/743011352650911744
RaybanCat;2016-06-15 11:03;0;0;"If @ George_Osborne doesn't think he can cope with his job post # Brexit then perhaps he should resign today.";;@;#;"743005968783560704";https://twitter.com/RaybanCat/status/743005968783560704
iredalecomms;2016-06-15 10:39;1;0;"# Brexit # gold rush to generate £10m in a single day for online # bullion dealer bullionbypost… https://www.instagram.com/p/BGqzF9FNvJj/";;;# # #;"742999891299930112";https://twitter.com/iredalecomms/status/742999891299930112
shoples;2016-06-15 10:35;0;0;"RT @ FinancialTimes: Video: Brexit’s long history http://on.ft.com/1XSp3Fd";;@;;"742998875389218816";https://twitter.com/shoples/status/742998875389218816
_unlobito;2016-06-15 10:04;0;0;"(honestly this is why Brexit scares me so much. so many dominos are going to immediately fall over.)";;;;"742991253084770304";https://twitter.com/_unlobito/status/742991253084770304
DaiIyLONDON;2016-06-15 10:02;0;1;"Risky business? City divided on impact of Brexit http://j.mp/1Q3BD1w # Londonpic.twitter.com/gxNYga2vtk";;;#;"742990576912629760";https://twitter.com/DaiIyLONDON/status/742990576912629760
GregsonRachel;2016-06-15 10:02;1;1;"1 thing more alarming than Brexit (except Trump) it is idea of an @ BorisJohnson @ MichaelGoveMP @PritiPatel_MP led government # VoteRemain";;@ @ @PritiPatel_MP;#;"742990573976625152";https://twitter.com/GregsonRachel/status/742990573976625152
NoraMulready;2016-06-15 09:26;8;4;"!Public Meeting! EU and impact of # brexit on # Ireland and Irish people in UK. 1pm, Thurs, at London Irish Centre, Camden Square, NW19XB.";;;# #;"742981536480415744";https://twitter.com/NoraMulready/status/742981536480415744
trendinaliaGB;2016-06-15 09:20;0;0;"6. Alistair Darling 7. Sir Clement Freud 8. Brexit Budget 9. # DNP2016 10. Still Brazy 2016/6/15 08:12 BST # trndnl http://www.trendinalia.com/twitter-trending-topics/unitedkingdom/unitedkingdom-today.html …";;;# #;"742979995505725440";https://twitter.com/trendinaliaGB/status/742979995505725440
trendinaliaGB;2016-06-15 09:07;0;0;"Trend Alert: 'Brexit Budget'. More trends at http://www.trendinalia.com/twitter-trending-topics/unitedkingdom/unitedkingdom-today.html … # trndnlpic.twitter.com/gNcfBDNfaF";;;#;"742976714272342017";https://twitter.com/trendinaliaGB/status/742976714272342017
BernardFassone;2016-06-15 09:05;0;0;"Putting up dodgy & # dangerousfences # brexit 8 days to go 2 # eureferendum2016 # voteremain my… https://www.instagram.com/p/BGqoS8EqMKz/";;;# # # #;"742976213610864642";https://twitter.com/BernardFassone/status/742976213610864642
Here_comes_Abs;2016-06-15 09:00;1;1;"Absolutely fed up with all the bullsh*t from both sides on # Brexit but this made me smile today. Just be over! pic.twitter.com/FYiTn1LJTk";;;#;"742975089491226624";https://twitter.com/Here_comes_Abs/status/742975089491226624
DavidWoodhead26;2016-06-15 08:13;0;0;"# Brexit Does @ Georgeosbourne really think we're going to vote to remain just'cos he's shit scared & threatening us with taxes? WHAT A TWAT !";;@;#;"742963135301201920";https://twitter.com/DavidWoodhead26/status/742963135301201920
trendinaliaGB;2016-06-15 07:43;0;0;"'Brexit' just started trending with 291552 tweets. More trends at http://www.trendinalia.com/twitter-trending-topics/unitedkingdom/unitedkingdom-today.html … # trndnl";;;#;"742955572882997248";https://twitter.com/trendinaliaGB/status/742955572882997248
DailyGLAMORGAN;2016-06-15 07:03;2;0;"Brexit graffiti spotted in # Newport http://j.mp/238VD4W # Cymrupic.twitter.com/igXUecALwi";;;# #;"742945517844434945";https://twitter.com/DailyGLAMORGAN/status/742945517844434945
DailyGLAMORGAN;2016-06-15 05:24;1;0;"Five charts that show how worried the world's financial markets are about Brexit http://j.mp/1Q33Oh7 # Cymrupic.twitter.com/7ijWFYhgLZ";;;#;"742920712189415424";https://twitter.com/DailyGLAMORGAN/status/742920712189415424
